vuid,cuid,narrations_in_context,gt_actions,actions_choice_a,actions_choice_b,actions_choice_c,actions_choice_d,clip_start_time,clip_end_time
9930414f-b998-4217-b6b5-aa686236fdf8,9930414f-b998-4217-b6b5-aa686236fdf8~pass_2~454-531,"    00m:02s | #C C puts the receipt on the counter table
    02m:27s | #C C dips the paint brush into the paint container with his right hand.
    02m:29s | #C C moves the pottery wheel with his left hand.
    02m:30s | #C C cleans the piece of pottery with his right hand.
    02m:32s | #C C passes the paintbrush from his right hand to his left hand.
    02m:32s | #C C picks a sculpting tool from the pottery wheel with his right hand.
    02m:34s | #C C sculpts the piece of pottery with the sculpting tool in his right hand.
    02m:35s | #C C scrapes the pottery wheel with the sculpting tool in his right hand.
    02m:39s | #C C drops the sculpting tool on the pottery wheel with his right hand.
    02m:40s | #C C passes the paintbrush from his left hand to his right hand.
    02m:41s | #C C paints the piece of pottery with the paint brush in his right hand.
    03m:02s | #C C moves the pottery wheel with his left hand.
    03m:05s | #C C cleans the piece of pottery with his right hand.
    03m:08s | #C C drops the paint container on a table with his left hand.
    03m:08s | #C C moves the pottery wheel with his left hand.
    03m:13s | #C C passes the paint brush from his right hand to his left hand.
    03m:14s | #C C drops the paint brush in the paint container with his left hand.
    03m:15s | #C C picks the paint container from the table with his left hand.
    03m:16s | #C C picks the paint brush from the paint container with his right hand.","C dips the paint brush into water, cleans the pottery piece, and clears the workspace.","C picks up the paint brush, selects a color, and applies strokes to the pottery.","C stops the wheel, adjusts the pottery, and restarts the wheel.","C grabs a sponge, wets it, and smooths the pottery surface.","C dips the paint brush into water, cleans the pottery piece, and clears the workspace.",270.4950952666667,469.07222526666663
a65500f7-956f-486d-872a-61742acb90d8,a65500f7-956f-486d-872a-61742acb90d8~pass_2~241-302,"    00m:04s | #C C plugs the fuse in the socket
    00m:08s | #C C holds the vacuum cleaner handle
    00m:13s | #C C fixes the handle with the pipe
    00m:20s | #C C puts the vacuum cleaner on
    00m:21s | #C C picks the vacuum cleaner from the floor
    00m:22s | #C C holds the vacuum cleaner
    00m:26s | #C C puts the vacuum cleaner on the floor
    00m:30s | #C C looks at the bicycle
    00m:36s | #C C cleans the floor
    00m:39s | #C C holds the handle
    00m:42s | #C C cleans the floor
    00m:45s | #C C holds the dustpan on the right hand
    00m:51s | #C C cleans the floor with the vacuum cleaner
    00m:54s | #C C holds the dustpan handle
    01m:01s | #C C cleans on the metal parts
    01m:06s | #C C cleans the floor
    01m:15s | #C C holds the vacuum cleaner
    01m:21s | #C C cleans the floor
    01m:24s | #C C cleans the window
    01m:30s | #C C holds the vacuum cleaner with the right hand
    01m:38s | #C C puts the power off for the vacuum cleaner
    01m:45s | #C C cleans the floor
    01m:49s | #C C looks at the bicycle
    01m:55s | #C C cleans the floor
    02m:04s | #C C holds the vacuum cleaner
    02m:11s | #C C holds the vacuum cleaner
    02m:15s | #C C picks the vacuum cleaner
    02m:18s | #C C puts the vacuum cleaner on the floor
    02m:25s | #C C cleans the stairs
    02m:30s | #C C walks on the stairs
    02m:34s | #C C holds the vacuum handle
    02m:41s | #C C picks the vacuum cleaner
    02m:43s | #C C holds the vacuum cleaner
    02m:45s | #C C puts the vacuum cleaner on the stairs
    02m:49s | #C C picks the vacuum cleaner
    02m:51s | #C C puts the vacuum cleaner on the stairs
    02m:53s | #C C walks on the stairs
    02m:58s | #C C cleans on the stairs
    03m:04s | #C C stands on the stair
    03m:08s | #C C cleans the stairs
    03m:22s | #C C holds the vacuum cleaner
    03m:24s | #C C holds the vacuum handle with both hands
    03m:29s | #C C cleans the floor
    03m:33s | #C C walks along the stairs
    03m:36s | #C C holds the vacuum handle
    03m:40s | #C C looks at the vacuum cleaner machine
    03m:49s | #C C puts the handler on the staircase","C removes the fuse, folds the power cable, and walks down the stairs.","C removes the fuse, folds the power cable, and walks down the stairs.","C moves the bicycle, sweeps beneath it, and vacuums around it.","C picks up the vacuum cleaner, turns it on, and cleans the stairs.","C grabs a cloth, sprays cleaner on the window, and wipes the window.",1892.8237409546632,2124.531180954663
ad09372b-2863-4de9-a86c-c46b2f502fe4,ad09372b-2863-4de9-a86c-c46b2f502fe4~pass_1~563-687,"    00m:04s | #C C picks up the iron on the ironing board with her right hand.
    00m:04s | #C C presses the dress with the iron.
    00m:22s | #C C rests the iron on the ironing board.
    00m:23s | #C C flips the dress over the ironing board with both hands.
    00m:26s | #C C adjusts the dress with both hands.
    00m:29s | #C C picks up the iron on the ironing board with both hands.
    00m:29s | #C C presses the dress with the iron.
    00m:31s | #C C raises her left hand towards her face.
    00m:32s | #C C lowers her left hand on the dress on the ironing board.
    00m:39s | #C C rests the iron on the ironing board.
    00m:40s | #C C picks up the dress with both hands.
    00m:40s | #C C adjusts the dress on the ironing board.
    00m:42s | #C C picks the iron on the ironing board with her right hand.
    00m:43s | #C C presses the dress with the iron.
    00m:43s | #C C holds the tip of the dress with her left hand.
    00m:50s | #C C rests the iron on the ironing board.
    00m:51s | #C C turns the dress inside-out with both hands.
    01m:00s | #C C raise the dress from the ironing board.
    01m:02s | #C C lays the dress on the ironing board.
    01m:03s | #C C adjusts the dress on the ironing board.
    01m:10s | #C C picks a hanger on the bed with her right hand.
    01m:13s | #C C holds the dress with her left hand.
    01m:14s | #C C inserts the hanger into the dress with her right hand.
    01m:24s | #C C collects the hanger from inside the cloth with her left hand.
    01m:25s | #C C raises the hanger and the cloth with her left hand.
    01m:26s | #C C holds the hanger with her right hand.
    01m:26s | #C C adjusts the dress on the hanger with her left hand.
    01m:47s | #C C lays the cloth inside the hanger on the bed with her right hand.
    01m:49s | #C C picks a shirt on the bed with her right hand.
    01m:50s | #C C holds the shirt with both hands.
    01m:51s | #C C raises the shirt.
    01m:54s | #C C adjusts the shirt.
    01m:58s | #C C lays the shirt on the ironing board.
    01m:58s | #C C adjusts the shirt on the ironing board.
    02m:04s | #C C picks the iron on the ironing board with her right hand.
    02m:05s | #C C presses the shirt with the iron.
    02m:05s | #C C holds the tip of the shirt with her left hand.
    02m:11s | #C C rests the iron on the ironing board.
    02m:11s | #C C picks up the shirt with her left hand.
    02m:13s | #C C holds the shirt with both hands.
    02m:13s | #C C flips the shirt sideways.
    02m:15s | #C C lays the shirt on the ironing board.
    02m:17s | #C C adjusts the shirt.
    02m:19s | #C C picks the iron on the ironing board with her right hand.
    02m:20s | #C C presses the shirt with the iron.
    02m:20s | #C C holds the tip of the shirt with her left hand.
    02m:30s | #C C takes her left hand off the shirt.
    02m:31s | #C C raises her left hand close to her face.
    02m:32s | #C C lowers her left hand on the shirt.
    02m:38s | #C C rests the iron on the ironing board.
    02m:39s | #C C adjusts the shirt with both hands.
    02m:42s | #C C picks up the iron on the ironing table with her right hand.
    02m:43s | #C C presses the shirt with the iron.
    02m:51s | #C C rests the iron on the ironing board.
    02m:52s | #C C picks up the shirt with both hands.
    02m:52s | #C C raises the shirt.
    02m:53s | #C C lays the other side of the shirt on the ironing board.
    02m:54s | #C C adjusts the shirt.
    02m:55s | #C C picks up the iron on the ironing board with her right hand.
    02m:55s | #C C holds the tip of the shirt with her left hand.
    02m:56s | #C C presses the shirt with the iron.
    02m:59s | #C C raises her left hand towards her face.
    03m:00s | #C C rests the iron on the ironing board.
    03m:00s | #C C lowers her left hand on the shirt.
    03m:00s | #C C raises the shirt with both hands.
    03m:04s | #C C lays the shirt on the ironing board
    03m:04s | #C C takes both hands off the shirt.
    03m:05s | #C C picks up the shirt from the side with both hands.
    03m:05s | #C C raises the shirt.
    03m:08s | #C C spreads the shirt on the ironing board.
    03m:09s | #C C adjusts the shirt on the ironing board.
    03m:15s | #C C raises the shirt.
    03m:16s | #C C lays the shirt on the ironing board.
    03m:17s | #C C adjusts the iron on the iron board with her right hand.","C adjusts the sleeve, opens the button of the sleeve, and irons the sleeve.","C adjusts the sleeve, opens the button of the sleeve, and irons the sleeve.","C aligns the placket on the ironing board, secures it, and irons along the placket.","C straightens the collar, lays it on the ironing board, and presses it with the iron.","C flips the shirt, smooths the fabric, and irons the back.",1354.4816442879967,1548.5933742879965
ad09372b-2863-4de9-a86c-c46b2f502fe4,ad09372b-2863-4de9-a86c-c46b2f502fe4~pass_1~1043-1157,"    00m:00s | #C C holds a trouser on an ironing board
    00m:01s | #C C throws the trouser on the ironing board
    00m:01s | #C C picks the trouser from the ironing board
    00m:02s | #C C holds the trouser on the ironing board
    00m:02s | #C C properly places the trouser on the ironing board
    00m:09s | #C C picks up an iron from the ironing board
    00m:09s | #C C irons the trouser with the iron
    00m:29s | #C C drops the iron on the ironing board
    00m:30s | #C C flips the trouser on the ironing board
    00m:33s | #C C picks up the iron from the ironing board
    00m:34s | #C C irons the trouser with the iron
    00m:49s | #C C drops the iron on the ironing board
    00m:50s | #C C adjusts the trouser on the ironing board
    00m:54s | #C C properly places the trouser on the ironing board
    00m:58s | #C C picks up the iron from the ironing board
    00m:58s | #C C irons the trouser with the iron
    01m:14s | #C C drops the iron on the ironing board
    01m:15s | #C C flaps the trouser on the ironing board
    01m:18s | #C C adjusts the trouser on the ironing board
    01m:26s | #C C flaps the trouser on the ironing board
    01m:29s | #C C properly places the trouser on the ironing board
    01m:31s | #C C picks up the iron from the ironing board
    01m:33s | #C C drops the iron on the ironing board
    01m:33s | #C C picks up the iron from the ironing board
    01m:33s | #C C irons the trouser with the iron
    01m:42s | #C C drops the iron on the ironing board
    01m:43s | #C C picks up the trouser from the ironing board
    01m:45s | #C C drops the trouser on her laps
    01m:48s | #C C picks up the trouser from her laps
    01m:49s | #C C flaps the trouser
    01m:50s | #C C drops the trouser on her lap
    01m:52s | #C C picks up the trouser from her lap
    01m:53s | #C C shakes the trouser
    01m:53s | #C C drops the trouser on her lap
    01m:54s | #C C holds the trouser
    01m:56s | #C C picks the trouser from her lap
    02m:00s | #C C shakes the trouser
    02m:01s | #C C places the trouser on the ironing board
    02m:04s | #C C adjusts the trouser on the ironing board
    02m:07s | #C C picks up the iron from the ironing board
    02m:09s | #C C irons the trouser with the iron
    02m:14s | #C C drops the iron on the ironing board
    02m:15s | #C C adjusts the trouser on the ironing board
    02m:16s | #C C removes the trouser from the ironing board
    02m:20s | #C C flips the trouser
    02m:22s | #C C places the trouser on the ironing board
    02m:23s | #C C picks up the iron from the ironing board
    02m:24s | #C C drops the iron on the ironing board
    02m:24s | #C C picks up the trouser from the ironing board
    02m:26s | #C C places the trouser on the ironing board
    02m:26s | #C C adjusts the trouser on the ironing board
    02m:27s | #C C picks up the iron from the ironing board
    02m:28s | #C C irons the trouser with the iron
    02m:33s | #C C drops the iron on the ironing board
    02m:33s | #C C picks the trouser from the ironing board
    02m:36s | #C C drops the trouser on the ironing board
    02m:37s | #C C turns the trouser inside out
    02m:48s | #C drops the trouser on her laps
    02m:50s | #C C picks up the trouser from her laps
    02m:51s | #C C puts the top of the trouser on the ironing board
    02m:52s | #C C adjusts the trouser
    02m:54s | #C C buttons the trouser
    02m:57s | #C C properly places the top of the trouser on the ironing board
    02m:58s | #C C smoothens the trouser with her hands
    03m:00s | #C C zips up the trouser
    03m:02s | #C C picks the trouser from the ironing boards
    03m:05s | #C C folds the trouser
    03m:09s | #C C adjusts the trouser
    03m:10s | #C C runs her left hand across the trouser
    03m:11s | #C C places the trouser on the ironing board
    03m:13s | #C C adjusts the trouser on the ironing board
    03m:19s | #C C smoothens the trouser with her hands
    03m:20s | #C C adjusts the trouser on the ironing board
    03m:23s | #C C smoothens the trouser with her hands
    03m:34s | #C C picks up the trouser from the middle
    03m:34s | #C C folds the trouser
    03m:36s | #C C drops the trouser on the ironing board
    03m:38s | #C C unfolds the trouser
    03m:39s | #C C brushes the trouser with her left hand
    03m:43s | #C C picks up the trouser from the ironing board
    03m:44s | #C C drops the trouser on the ironing board
    03m:45s | #C C brushes her left hand over the trouser
    03m:46s | #C C cleans the trouser with her thumb
    03m:48s | #C C brushes her left hand over the trouser
    03m:49s | #C C picks up the trouser from the ironing board
    03m:52s | #C C drops the trouser on the ironing board
    03m:53s | #C C folds the trouser
    03m:55s | #C C picks up the trouser from the ironing board","C folds the trouser, places it on the bed, and picks up a shirt to iron.","C picks up the iron, presses the trouser, and adjusts it on the board.","C folds the trouser, places it on the bed, and picks up a shirt to iron.","C picks up a stain remover, applies it to the trouser, and blots it with a cloth.","C adjusts the trouser on the board, smoothens it, and folds it.",2429.96563762133,2667.555402287997
968139e2-987e-4615-a2d4-fa2e683bae8a,968139e2-987e-4615-a2d4-fa2e683bae8a~pass_2~435-497,"    00m:06s | #C C puts the cloth in the bucket
    00m:09s | #C C rinses cloth in the basin
    00m:22s | #C C puts clothes in the bucket
    00m:25s | #C C rinses clothes
    00m:35s | #C C puts clothes in the bucket
    00m:38s | #C C rinses clothes
    00m:39s | #C C puts clothes in the bucket
    00m:40s | #C C rinses clothes
    00m:55s | #C C puts clothes in the bucket
    00m:57s | #C C pours water in the basin
    01m:01s | #C C puts bucket on the floor
    01m:02s | #C C puts clothes in the basin
    01m:05s | #C C rinses clothes
    01m:12s | #C C puts clothes in the bucket
    01m:13s | #C C puts clothes in the basin
    01m:15s | #C C rinses clothes
    01m:27s | #C C puts clothes in the bucket
    01m:28s | #C C puts clothes in the basin
    01m:31s | #C C rinses clothes
    01m:37s | #C C puts clothes in the bucket
    01m:38s | #C C rinses clothes
    01m:42s | #C C puts clothes in the bucket
    01m:43s | #C C rinses clothes
    01m:46s | #C C puts clothes in the bucket
    01m:47s | #C C rinses clothes
    01m:50s | #C C puts clothes in the bucket
    01m:54s | #C C looks around the compound
    01m:59s | #C C takes the clothes
    02m:02s | #C C lifts the clothes
    02m:05s | #C C turns clothes inside out
    02m:22s | #C C walks around the compound
    02m:28s | #C C looks around the compound
    02m:29s | #C C walks around the compound
    02m:32s | #C C touches the clothes
    02m:34s | #C C touches bucket handle
    02m:35s | #C C touches the clothes
    02m:36s | #C C holds bucket handle
    02m:37s | #C C takes clothes
    02m:39s | #C C carries the bucket around the compound
    02m:49s | #C C puts bucket on the floor","C hangs clothes on the wall, turns clothes inside out, and squeezes excess water from the clothes.","C lays the clothes on a surface, folds them, and places them in storage.","C hangs clothes on the wall, turns clothes inside out, and squeezes excess water from the clothes.","C fills the basin with water, submerges the clothes, and agitates them.","C adds disinfectant to the water, soaks the clothes, and rinses them.",2144.907369933333,2309.335081933333
acc20eec-1a35-47f3-8f67-9fa51b7cbd98,acc20eec-1a35-47f3-8f67-9fa51b7cbd98~pass_1~70-130,"    00m:00s | #C C paints a slide with a paint brush in his right hand in a garden.
    00m:11s | #C C puts the paint brush in his right hand into a can of paint on the floor in the garden.
    00m:13s | #C C paints the slide with the paint brush in his right hand.
    00m:20s | #C C puts the paint brush in his right hand into the can of paint on the floor in the garden.
    00m:21s | #C C paints the slide with the paint brush in his right hand.
    00m:31s | #C C puts the paint brush in his right hand into the can of paint on the floor in the garden.
    00m:33s | #C C paints the slide with the paint brush in his right hand.
    00m:47s | #C C paints the slide with the paint brush in his right hand.
    00m:54s | #C C picks the can of paint on the floor with his right hand.
    00m:55s | #C C stands.
    00m:57s | #C C walks in the garden with the can on paint in his right hand.
    01m:00s | #C C touches a swing chair in the garden with his left hand.
    01m:02s | #C C drops the can of paint in his right hand and the paint brush on a swing chair.
    01m:06s | #C C walks in the garden.
    01m:16s | #C C picks the can of paint and the paint brush on the swing chair with his right hand.
    01m:17s | #C C walks in the garden with the can of paint and the paint brush in his right hand.
    01m:34s | #C C picks a bucket on the floor with his left hand.
    01m:38s | #C C drops the bucket on the floor with his left hand.
    01m:40s | #C C sits on the bucket
    01m:41s | #C C drops the can of paint and the paint brush on it on a chair in the garden.
    01m:42s | #C C removes a stick on the chair with his left hand.
    01m:44s | #C C cleans the chair with a rag in his left hand.
    01m:46s | #C C passes the rag in his left hand to his right hand.
    01m:46s | #C C cleans the chair with the rag in his right hand and his left hand on the chair.
    01m:54s | #C C moves the can of paint on the chair with his left hand.
    01m:55s | #C C cleans the chair with the rag in his right hand.
    01m:56s | #C C picks the can of paint on the chair with his left hand.
    01m:59s | #C C stands from the bucket.
    02m:00s | #C C cleans the chair with the rag in his right hand.
    02m:08s | #C C walks in the garden with the can of paint and the paint brush in his left hand.
    02m:23s | #C C drops the can of paint and the paint brush in his left hand on wall in the garden.
    02m:25s | #C C moves the paint brush on the can of paint with his left hand to his right hand.
    02m:26s | #C C picks a paint cover on the wall with his left hand.
    02m:27s | #C C covers the paint with the paint cover in his left hand.
    02m:30s | #C C passes the paint brush in his right hand to his left hand.
    02m:33s | #C C drops the paint brush in his left hand on the can of paint on the wall with his right hand.
    03m:00s | #C C picks the rag in his left hand with his right hand.
    03m:02s | #C C drops the rag in his right hand on the wall.
    03m:06s | #C C picks a bowl of paint on the wall with his right hand to his left hand.
    03m:09s | #C C picks a paint brush in a bowl on the wall with his right hand.
    03m:11s | #C C hits the paint brush in his right hand against the wall.
    03m:13s | #C C stirs the paint in the bowl in his left hand with the paint brush in his right hand.","C paints the gate, repeatedly dips the paint brush into the bowl of paint, and paints the swing chair.","C picks up the paint brush, dips it into the paint, and paints the slide.","C retrieves a rag, wipes the fixtures, and leaves them to dry.","C grabs a brush, dips it into the paint, and smooths the paint on the swing chair.","C paints the gate, repeatedly dips the paint brush into the bowl of paint, and paints the swing chair.",8464.965741933333,8664.606421933333
acc20eec-1a35-47f3-8f67-9fa51b7cbd98,acc20eec-1a35-47f3-8f67-9fa51b7cbd98~pass_2~379-475,"    00m:07s | #O Man A Operates a phone
    00m:13s | #C C Paints a bench with a paint brush
    00m:16s | #C C Scoops paint in a paint tray with a paint brush
    00m:18s | #C C Paints a bench with a paint brush
    00m:31s | #O Man A Sits on a bench
    00m:35s | #O Man A Stands
    00m:39s | #C C Walks around a compound
    00m:51s | #C C Puts a down a paint brush on a paint tray
    00m:51s | #C C Puts down a paint tray
    00m:53s | #C C Looks around the compound
    01m:00s | #C C Moves a hand
    01m:03s | #C C Looks around the compound
    01m:07s | #C C Holds his t shirt with a hand
    01m:09s | #C C Moves his cloth with a hand
    01m:09s | #C C Holds his cloth with hands
    01m:11s | #C C Looks around the compound
    01m:13s | #C C Moves his cloth with a hand
    01m:17s | #C C Puts a hand on a wood
    01m:19s | #C C Puts a hand on a wood
    01m:20s | #C C Moves his hand
    01m:23s | #O Man X Walks towards C
    01m:23s | #C C Moves his hand
    01m:27s | #C C Takes a paint tin from man X
    01m:32s | #C C Moves paint trays with a hand
    01m:35s | #C C Puts down a paint tin with a hand
    01m:36s | #C C Picks a putty knife with a hand
    01m:37s | #C C Opens a paint tin with a putty knife
    01m:39s | #C C Puts down a putty knife
    01m:40s | #C C Switches a lid to the other hand
    01m:41s | #C C Puts down a lid with a hand
    01m:44s | #C C Removes a seal in a paint tin
    01m:47s | #C C Puts down a seal on the ground
    01m:48s | #C C Picks a paint tin with a hand
    01m:49s | #C C Shakes a paint tin with hands
    01m:50s | #C C Holds a paint tin with a hand
    01m:52s | #C C Moves a paint tray with a hand
    01m:54s | #C C Pours paint in a paint tray
    01m:55s | #C C Moves a finger on a paint tin
    01m:56s | #C C Moves a finger on a paint tray
    01m:57s | #C C Picks a lid with a hand
    01m:58s | #C C Closes a paint tin with a lid
    01m:59s | #C C Puts down a paint tin with hand
    02m:01s | #C C Picks a paint brush
    02m:02s | #C C Puts a hand on a paint tray
    02m:03s | #C C Stirs paint with a paint brush
    02m:10s | #C C Moves a paint brush on a paint tray
    02m:12s | #C C Stirs paint with a paint brush
    02m:30s | #C C Moves a paint brush on a paint tray
    02m:36s | #C C Wipes fingers with a wiping cloth
    02m:40s | #C C Opens a paint tin
    02m:41s | #C C Puts a paint brush on a lid
    02m:43s | #C C Moves a paint brush on a paint tray
    02m:45s | #C C Puts a paint brush on a lid
    02m:46s | #C C Moves a paint brush on a paint tray
    02m:47s | #C C Puts a paint brush on a lid
    02m:53s | #C C Puts down a lid
    02m:55s | #C C Scoops paint in a paint tin with a paint brush
    02m:56s | #C C Picks a lid
    02m:56s | #C C Stirs paint with a paint brush
    02m:57s | #C C Closes a paint tin
    02m:57s | #C C Stirs paint with a paint brush
    03m:01s | #C C Moves a paint brush on a paint tray
    03m:03s | #C C Stirs paint with a paint brush
    03m:14s | #C C Moves a paint brush on a paint tray
    03m:16s | #C C Stirs paint with a paint brush
    03m:25s | #C C Moves a paint brush on a paint tray","C pours paint into a paint tray, stirs the paint with a paint brush, and walks around the compound.","C moves a fan closer, adjusts the fan, and monitors the paint drying.","C mixes paint cans, tests the paint, and compares it with other sections.","C cleans brushes, covers paint tins, and stores supplies.","C pours paint into a paint tray, stirs the paint with a paint brush, and walks around the compound.",10091.8742086,10292.365668600001
3aabb286-4108-4d17-a193-b3bab5901f7a,3aabb286-4108-4d17-a193-b3bab5901f7a~pass_2~436-512,"    00m:02s | #C C mixes cement
    00m:04s | #C C puts cement in a tray
    00m:15s | C #c holds hoe down
    00m:15s | C #c walks
    00m:16s | C #c drops hoe
    00m:16s | C #c bends
    00m:17s | C #c picks basin
    00m:19s | C #c carries basin with hand
    00m:19s | C #c makes sound
    00m:19s | C #c walks
    00m:36s | C #c carries basin with hands
    00m:37s | C #c drops basin
    00m:39s | C #c turns
    00m:41s | C #c walks
    00m:42s | C #c puts foot on brick
    00m:43s | C #c walks
    00m:56s | C #c picks brick
    00m:57s | C #c passes brick to man X
    01m:02s | C #c looks around
    01m:06s | C #c walks
    01m:19s | C #c picks sack
    01m:21s | C #c drops sack
    01m:22s | C #c picks stick
    01m:23s | C #c looks around
    01m:27s | C #c walks
    01m:33s | C #c looks around
    01m:52s | C #c walks
    01m:55s | C #c picks brick
    01m:58s | C #c passes brick to man X
    02m:00s | C #c looks around
    02m:14s | C #c picks brick
    02m:15s | C #c drops brick
    02m:17s | C #c picks axe
    02m:19s | C #c shapes brick
    02m:21s | C #c removes hand
    02m:23s | C #c places hand
    02m:26s | C #c turns brick
    02m:28s | C #c picks brick
    02m:29s | C #c drops brick
    02m:30s | C #c shapes brick
    02m:34s | C #c turns brick
    02m:37s | C #c moves brick
    02m:37s | C #c shapes brick
    02m:40s | C #c moves brick
    02m:41s | C #c shapes brick
    02m:55s | C #c turns brick
    02m:56s | C #c moves brick
    03m:00s | C #c shapes brick
    03m:02s | C #c lifts brick
    03m:02s | C #c drops brick
    03m:04s | C #c shapes brick
    03m:14s | C #c drops axe
    03m:15s | C #c drops brick
    03m:16s | C #c turns brick
    03m:18s | C #c lifts brick","C shapes the brick, passes it to man X, and adjusts the sack.",C shapes the brick and inspects the edges.,"C rearranges the bricks, measures the spacing, and adjusts the bricks.","C stirs the cement, applies it to a brick, and levels it.","C shapes the brick, passes it to man X, and adjusts the sack.",2162.1717619333335,2359.6434119333335
a16dde53-8a4d-4246-aab4-9759f0af81f0,a16dde53-8a4d-4246-aab4-9759f0af81f0~pass_2~60-137,"    00m:18s | #c woman y picks folk
    00m:20s | #c woman y puts folk in the pot
    00m:27s | #c woman y puts pot in the burner
    01m:13s | #c woman y picks bottle
    01m:27s | #c woman y puts bottle on the table
    01m:27s | #c c opens cooking pot
    01m:27s | #c c picks wooden spoon
    01m:29s | #c c stirs food
    01m:42s | #c c hits wooden spoon on cooking pot
    01m:43s | #c c covers cooking pot
    01m:44s | #c c puts cooking pot on burner
    01m:45s | #c woman y pours spaghetti in the bowl
    01m:46s | #c c puts wooden spoon on the table
    01m:49s | #c c touches egg boiler lid
    02m:02s | #c woman y puts hands in the bowl
    02m:04s | #c c adjusts control knob
    02m:08s | #c c touches cooking pot handle
    02m:21s | #c c touches extension
    02m:42s | #c c points finger
    02m:53s | #c c presses egg boiler buttons
    02m:55s | #c c uncovers egg boiler
