vuid,cuid,narrations_in_context,gt_belief,belief_choice_a,belief_choice_b,belief_choice_c,belief_choice_d,clip_start_time,clip_end_time
a65500f7-956f-486d-872a-61742acb90d8,a65500f7-956f-486d-872a-61742acb90d8~pass_2~241-302,"    00m:04s | #C C plugs the fuse in the socket
    02m:59s | #C C picks an electric jug from the counter",C believes the food needs more liquid and seasoning for optimal taste.,C believes the food is adequately seasoned but requires thickening.,C believes the food is almost ready but needs a final taste check.,C believes the food is undercooked and needs more time.,C believes the food needs more liquid and seasoning for optimal taste.,551.4508542879967,721.0545419333334
8e58a7b3-43ef-406d-ad5d-901f83418261,8e58a7b3-43ef-406d-ad5d-901f83418261~pass_1~2322-2448,"    00m:01s | #C C removes eraser from the bag with her right hand.
    00m:02s | #C C closes the bag on the table with both hands.
    00m:03s | #C C holds the pouch on the table with her left hand.
    00m:04s | #C C cleans the pouch on the table with the eraser in her right hand.
    00m:06s | #C C cleans the pouch on the table with her left hand.
    00m:06s | #C C holds the pouch on the table with her left hand.
    00m:07s | #C C draws on the pouch on the table with her right hand.
    00m:12s | #C C cleans the pouch on the table with her left hand.
    00m:24s | #C C draws on the pouch with the pencil in his right hand.
    00m:34s | #C C operates a tablet phone on the table with his left hand.
    00m:40s | #C C lifts the tablet phone from the table with his left hand.
    00m:41s | #C C drops the tablet phone on the table with his left hand.
    00m:42s | #C C operates a tablet phone on the table with his left hand.
    00m:47s | #C C drops the pencil on the table with his right hand.
    00m:48s | #C C picks a brush on the table with his right hand.
    00m:49s | #C C takes paint from a paint palette with the brush in his right hand.
    00m:51s | #C C touches the paint in the paint palette with his right finger.
    00m:54s | #C C picks a paint tube from a paint pack with his left hand.
    00m:54s | #C C opens the paint tube with both hands.
    00m:57s | #C C touches the paint in the paint palette with his right finger.
    01m:01s | #C C closes the paint tube with both hands.
    01m:01s | #C C drops the paint tube on the table with his left hand.
    01m:02s | #C C picks the paint tube from a paint pack with his left hand.
    01m:05s | #C C opens the paint tube with both hands.
    01m:06s | #C C drops a lid on the table with his left hand.
    01m:06s | #C C passes the paint tube from his right hand to his left hand.
    01m:07s | #C C drops the paint tube on the table with his left hand.
    01m:07s | #C C moves a cloth on the table with his right hand.
    01m:07s | #C C removes the paintbrushes from the cup on the table with his right hand.
    01m:09s | #C C drops the paintbrushes on the cloth with his right hand.
    01m:10s | #C C cleans the paintbrushes in the cloth with both hands,
    01m:14s | #C C drops the paintbrushes on the table with his right hand.
    01m:14s | #C C picks the paintbrush from the table with his right hand.
    01m:15s | #C C cleans the paintbrush in the cloth with both hands,
    01m:15s | #C C picks the paintbrushes from the table with his right hand.
    01m:16s | #C C moves the cloth on the table with his right hand.
    01m:16s | #C C drops the paintbrushes on the table with his right hand.
    01m:17s | #C C picks the paint tube from the table with his right hand.
    01m:17s | #C C passes the paint tube from his right hand to his left hand.
    01m:18s | #C C carries a paintbrush from the table with his right hand.
    01m:19s | #C C takes paint from the paint palette with a paintbrush in his right hand.
    01m:21s | #C C puts paint on the paint tube with a paintbrush in his right hand.
    01m:25s | #C C takes paint from the paint palette with a paintbrush in his right hand.
    01m:27s | #C C puts paint on the paint tube with a paintbrush in his right hand.
    01m:29s | #C C picks the lid from the table with his right hand.
    01m:30s | #C C closes the paint tube with the lid in his right hand.
    01m:32s | #C C puts the paintbrush in the cup with his right hand.
    01m:34s | #C C removes the paintbrush from the cup with his right hand.
    01m:35s | #C C puts the paintbrush on the cloth with his right hand.
    01m:36s | #C C cleans the paintbrush in the cloth with both hands.
    01m:37s | #C C drops the cloth on the table with his left hand.
    01m:38s | #C C adjusts the paintbrush with both hands.
    01m:39s | #C C puts the paintbrush in the cup on the table with his right hand.
    01m:40s | #C C removes the paintbrush from the cup with his right hand.
    01m:41s | #C C cleans the paintbrush on the cloth on the table with his right hand.
    01m:42s | #C C operates the tablet phone on the table with his left hand.
    01m:46s | #C C drops the paintbrush on the table with his right hand.
    01m:47s | #C C picks the brush from the table with his right hand.
    01m:48s | #C C adjusts the brush with both hands.
    01m:49s | #C C picks the paint tube from the table with his left hand.
    01m:50s | #C C drops the paint tube in the paint pack with his left hand.
    01m:51s | #C C picks the paint tube from the table with his left hand.
    01m:52s | #C C passes the paint tube from his left hand to his right hand.
    01m:52s | #C C operates the tablet phone on the table with his left hand.
    01m:53s | #C C opens the paint tube with both hands.
    01m:56s | #C C pours the paint in the paint palette with his right hand.
    01m:58s | #C C closes the paint tube with the lid in his left hand.
    02m:00s | #C C drops the paint tube on the table with his left hand.
    02m:01s | #C C moves the power bank on the table with his left hand.
    02m:03s | #C C takes paint from the paint palette with the brush in his right hand.
    02m:08s | #C C puts the brush in the cup on the table with his right hand.
    02m:09s | #C C cleans the brush on the cloth on the table with his right hand.
    02m:11s | #C C adjusts the brush with both hands.
    02m:13s | #C C takes paint from the paint palette with the brush in his right hand.
    02m:17s | #C C paints the pouch on the table with the brush in his right hand.
    02m:19s | #C C operates the tablet phone on the table with his left hand.
    02m:25s | #C C paints the pouch on the table with the brush in his right hand.
    02m:36s | #C C takes paint from the paint palette with the brush in his right hand.
    02m:38s | #C C paints the pouch on the table with the brush in his right hand.
    02m:47s | #C C takes paint from the paint palette with the brush in his right hand.
    02m:48s | #C C paints the pouch on the table with the brush in his right hand.
    02m:54s | #C C takes paint from the paint palette with the brush in his right hand.
    02m:56s | #C C paints the pouch on the table with the brush in his right hand.",C believes that the pouch requires more paint for completion.,C believes that the pouch is sufficiently painted and needs to dry.,C believes that the pouch has uneven paint distribution.,C believes that the pouch requires more paint for completion.,C believes that the pouch needs a protective coating to preserve the paint.,8641.411296600003,8821.858818600002
7e512589-aa97-41e8-83d3-af2e83e4fd06,7e512589-aa97-41e8-83d3-af2e83e4fd06~pass_1~785-850,"    00m:12s | #C C puts the hammer down
    00m:14s | #O woman X takes a picture
    00m:15s | #O woman X talks to C
    00m:15s | #C C lifts up the hand
    00m:17s | #C C moves around the site
    00m:18s | #C C takes the cement
    00m:20s | #C C throws the cement on the foundation
    00m:24s | #C C touches the cement
    00m:28s | #C C takes a brick
    00m:31s | #C C touches the cement
    00m:33s | #C C puts the brick on the foundation
    00m:37s | #C C touches the brick
    00m:37s | #C C hammers the brick
    00m:44s | #C C touches the brick
    00m:45s | #C C hammers the brick
    00m:47s | #C C touches the cement
    00m:50s | #C C moves around the site
    00m:51s | #C C touches the bucket
    00m:52s | #C C moves around the site
    00m:53s | #C C takes a brick
    00m:54s | #C C moves around the site
    00m:55s | #C C touches the brick
    00m:56s | #C C moves around the site
    00m:58s | #C C puts the brick on the foundation
    01m:04s | #C C hammers the brick
    01m:07s | #C C touches the bucket
    01m:08s | #C C lifts up the hand
    01m:09s | #C C moves around the site
    01m:21s | #C C takes a brick
    01m:22s | #C C moves around the site
    01m:24s | #C C holds a tape measure
    01m:26s | #C C touches the cement
    01m:30s | #C C measures the brick
    01m:36s | #C C moves around the site
    01m:41s | #C C puts the brick down
    01m:41s | #C C moves around the site
    01m:45s | #C C takes a stone
    01m:46s | #C C moves around the site
    01m:51s | #C C measures the brick
    01m:59s | #C C draws the brick
    02m:04s | #O woman X gives C the brick
    02m:06s | #C C puts the brick down
    02m:07s | #C C takes a chalk
    02m:08s | #C C draws the brick
    02m:11s | #C C throws the chalk away
    02m:12s | #C C lifts up the hand
    02m:14s | #C C moves around the site
    02m:19s | #C C takes the sun glasses
    02m:25s | #C C moves around the site",C believes that the brick needs to be resized for proper fitting in the construction.,"C believes that the foundation is not level, which could affect the placement of the bricks.",C believes that the brick needs to be resized for proper fitting in the construction.,C believes that the current brick size is perfect and requires no further adjustments.,C believes that the cement mixture is too wet and needs to dry before proceeding.,2982.30479,3130.43368
f52ff936-bd41-46f0-a1c2-44eb5dd6e575,f52ff936-bd41-46f0-a1c2-44eb5dd6e575~pass_2~673-768,"    00m:07s | #C C withdraws the kitchen towel from the stainless steel bowl
    00m:07s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    00m:08s | #C C stirs the mixture with the serving spoon
    00m:10s | #C C withdraws the kitchen towel from the stainless steel bowl
    00m:12s | #C C lifts the serving spoon
    00m:13s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    00m:13s | #C C stirs the mixture with the serving spoon
    00m:39s | #C C withdraws the kitchen towel from the stainless steel bowl
    00m:39s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    00m:40s | #C C stirs the mixture with the serving spoon
    00m:44s | #C C withdraws the kitchen towel from the stainless steel bowl
    00m:45s | #C C stirs the mixture with the serving spoon
    00m:45s | #C C rests her hand on her lap
    00m:49s | #C C shakes the serving spoon
    00m:51s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    00m:52s | #C C stirs the mixture with the serving spoon
    00m:56s | #C C withdraws the kitchen towel from the stainless steel bowl
    00m:58s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    00m:58s | #C C stirs the mixture with the serving spoon
    01m:04s | #C C withdraws the kitchen towel from the stainless steel bowl
    01m:05s | #C C stirs the mixture with the serving spoon
    01m:07s | #C C stares
    01m:10s | #C C hits the serving spoon on the stainless steel bowl
    01m:12s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    01m:12s | #C C stirs the mixture with the serving spoon
    01m:23s | #C C withdraws the kitchen towel from the stainless steel bowl
    01m:23s | #C C lifts the serving spoon
    01m:24s | #C C stares
    01m:27s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    01m:27s | #C C stirs the mixture with the serving spoon
    01m:33s | #C C let go of the serving spoon
    01m:34s | #C C moves the stainless steel bowl
    01m:35s | #C C rests her hand on her lap
    01m:36s | #C C holds the serving spoon with her right hand
    01m:37s | #C C shakes the serving spoon
    01m:38s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    01m:39s | #C C divides the mixture with the serving spoon
    01m:54s | #C C withdraws the kitchen towel from the stainless steel bowl
    01m:55s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    01m:57s | #C C divides the mixture with the serving spoon
    02m:11s | #C C withdraws the kitchen towel from the stainless steel bowl
    02m:11s | #C C holds the stainless steel bowl with the kitchen towel in her left hand
    02m:12s | #C C divides the mixture with the serving spoon
    02m:21s | #C C withdraws the kitchen towel from the stainless steel bowl
    02m:22s | #C C let go of the serving spoon
    02m:23s | #C C holds the serving spoon in the stainless steel bowl
    02m:24s | #C C stirs the liquid with a serving spoon
    02m:29s | #C C let go of the serving spoon
    02m:31s | #C C wipes her face with the back of her hand
    02m:33s | #C C rests her hand on her lap
    02m:37s | #C C touches the stainless steel bowl
    02m:40s | #C C rests her right hand on her lap
    02m:41s | #C C stares
    03m:00s | #C C turns the gas knob with her left hand
    03m:07s | #C C holds the gas knob with her right hand
    03m:13s | #C C holds the serving spoon
    03m:14s | #C C stirs the liquid with a serving spoon
    03m:23s | #C C lifts the liquid in the serving spoon
    03m:28s | #C C holds the serving spoon above the stainless steel bowl
    03m:31s | #C C let go of the serving spoon
    03m:33s | #C C picks the steel bowl",C believes the mixture is ready to be shaped into rice balls.,C believes the mixture is ready to be shaped into rice balls.,C believes the mixture needs more seasoning to enhance the flavor.,C believes the mixture is too dry and needs additional liquid for the right consistency.,C believes the mixture is not yet evenly mixed and requires further stirring.,3517.4540286,3725.4966486
6eb083c4-a7dc-454b-84bc-2f0d8a69dffe,6eb083c4-a7dc-454b-84bc-2f0d8a69dffe~pass_2~1-60,"    00m:04s | #C C connects the machine
    00m:07s | #C C opens the window
    00m:09s | #C C opens the deep fryer
    00m:23s | #C C connects the deep fryer with its handle
    00m:25s | #C C lifts up the deep fryer
    00m:36s | #C C removes dirt from the deep fryer
    00m:52s | #C C picks up the dirt from the counter
    00m:55s | #C C disposes the dirt into a bin
    00m:57s | #C C washes his hand
    01m:03s | #C C cuts off a piece of the kitchen towel
    01m:06s | #C C tears the towel into two
    01m:09s | #C C puts a piece of the towel on the counter
    01m:14s | #C C wipes on the counter with the kitchen towel
    01m:19s | #C C tightens the knobs
    01m:23s | #C C disposes the kitchen towel
    01m:24s | #C C opens the fridge
    01m:27s | #C C takes out a plate from the fridge
    01m:30s | #C C places the plate on the counter
    01m:31s | #C C puts another plate on the counter
    01m:36s | #C C opens the fridge
    01m:46s | #C C takes out containers from the fridge
    01m:56s | #C C places the containers on the counter
    02m:03s | #C C closes the fridge
    02m:09s | #C C pushes the bin
    02m:16s | #C C opens the drawer
    02m:21s | #C C attaches the button on the fridge
    02m:23s | #C C picks bottles from the drawer
    02m:40s | #C C closes the drawer
    02m:42s | #C C places the bottles on the counter
    02m:45s | #C C opens the fridge
    02m:47s | #C C picks up a bottle from the fridge
    02m:49s | #C C picks up another bottle from the fridge
    02m:52s | #C C puts the bottles on the counter
    02m:54s | #C C opens a container
    02m:54s | #C C places the container on the counter
    02m:55s | #C C opens the drawer
    02m:57s | #C C picks out a spoon from them drawer
    02m:59s | #C C picks a container from the counter
    03m:01s | #C C opens a cupboard
    03m:03s | #C C picks out a container from the cupboard
    03m:06s | #C C closes the cupboard with the left leg
    03m:06s | #C C reads on the container
    03m:09s | #C C opens one of the containers
    03m:19s | #C C pushes the bottle aside on the counter
    03m:23s | #C C places the spoon on the counter
    03m:29s | #C C places a plate on the counter
    03m:43s | #C C picks up the container from the counter
    03m:44s | #C C opens the container",C believes that the chicken needs to be coated in flour to be properly prepared for cooking.,C believes that the chicken should be pre-cooked in the microwave to reduce cooking time.,C believes that the chicken needs to be seasoned with herbs and spices before cooking.,C believes that the chicken needs to be coated in flour to be properly prepared for cooking.,C believes that the chicken should be marinated before cooking to enhance its flavor.,4.3290486,225.51355859999998
21dd0acb-4549-4439-90a9-9d920bbc603d,21dd0acb-4549-4439-90a9-9d920bbc603d~pass_2~43-131,"    00m:00s | #C C puts painting brush in the painting cane
    00m:09s | #C C paints chair with the painting brush
    00m:14s | #C C puts painting brush in the painting cane
    00m:15s | #C C paints seat
    00m:15s | #C C converses with B
    00m:17s | #C C turns brush in hand
    00m:18s | #C C paints seat
    00m:18s | #C C converses with B
    00m:32s | #C C lifts brush from seat
    00m:34s | #C C wipes seat with hand
    00m:37s | #C C shifts paint tin on ground
    00m:40s | #C C scoops paint from tin with brush
    00m:40s | #C C wipes paint brush on tin
    00m:41s | #C C converses with B
    00m:42s | #C C paints seat
    01m:02s | #C C stares at B
    01m:02s | #C C converses with B
    01m:03s | #C C scoops paint with paint brush
    01m:03s | #C C wipes paint brush on tin
    01m:04s | #C C stares at B
    01m:04s | #C C converses with B
    01m:05s | #C C wipes paint brush on tin
    01m:07s | #C C lifts brush from tin
    01m:08s | #C C converses with B
    01m:10s | #C C wipes paint brush on tin
    01m:11s | #C C gesture moves hand
    01m:13s | #O man B walks in site
    01m:13s | #C C walks along seat
    01m:16s | #C C spits
    01m:16s | #C C converses to B
    01m:19s | #O man B walks from site
    01m:29s | #C C steps closer to seat
    01m:35s | #C C gesture moves hand with paint brush
    01m:35s | #C C converses to B
    01m:42s | #C C gesture moves left hand
    01m:44s | #C C stares at hand palm
    01m:45s | #C C converses to B
    01m:45s | #C C gesture moves hand
    01m:47s | #C C drops hand
    01m:48s | #C C converses to B
    02m:02s | #C C folds his cloth
    02m:06s | #C C bends on seat
    02m:07s | #C C scoops paint from tin
    02m:08s | #C C wipes paint brush on tin
    02m:09s | #C C paints seat
    02m:22s | #C C scoops paint from tin
    02m:22s | #C C wipes hand on tin
    02m:23s | #C C paints seat
    02m:25s | #C C converses to B
    02m:39s | #C C gesture moves left hand
    02m:40s | #C C paints seat
    02m:47s | #C C scoops paint from paint tin
    02m:48s | #C C wipes paint brush on tin
    02m:49s | #C C paints seat
    02m:59s | #C C lifts paint brush from seat
    03m:01s | #C C shifts paint tin on ground
    03m:06s | #C C paints seat
    03m:13s | #C C picks paint tin from ground
    03m:13s | #C C stands
    03m:15s | #C C paints seat
    03m:28s | #C C carries paint tin and brush from seat
    03m:32s | #C C picks another paint tin on ground
    03m:33s | #C C carries both tins along seat",C believes that the seat is sufficiently painted and it is time to paint the remaining playground structures.,C believes that the paint on the seat is not drying uniformly and needs smoothing.,C believes that the seat is sufficiently painted and it is time to paint the remaining playground structures.,C believes that the color of the paint on the seat is not matching the expected shade and needs adjustment.,C believes that the seat needs a final touch-up to ensure even coverage.,3444.2894785999997,3660.1892186
c98f7fc9-8639-4b01-83b0-adf03dc36fba,c98f7fc9-8639-4b01-83b0-adf03dc36fba~pass_2~113-177,"    00m:01s | #C C draws on table with a pen
    00m:09s | #C C moves from table
    00m:10s | #C C draws on table
    00m:13s | #C C points paper
    00m:17s | #C C points on the board
    00m:20s | #C C draws on the board
    00m:23s | #C C points on the board with the pen
    00m:24s | #C C looks on the board
    00m:27s | #C C draws on the board
    00m:30s | #C C looks on the board
    00m:32s | #C C moves pen over the board
    00m:35s | #C C draws on the board
    00m:38s | #C C moves to the side of the board
    00m:50s | #C C draws on the board
    00m:50s | #C C moves left hand away from board
    00m:56s | #C C draws on the board
    00m:59s | #C C moves to the side of the board
    01m:04s | #C C looks on the board
    01m:08s | #C C draws on the board
    01m:10s | #C C moves paper on the board
    01m:12s | #C C moves to the side of the board
    01m:17s | #C C draws on the board
    01m:19s | #C C looks on the board
    01m:41s | #C C draws on the board
    01m:43s | #C C pauses to draw
    01m:56s | #C C draws on the board
    01m:58s | #C C walks to the side of the board
    02m:00s | #C C moves paper on the board
    02m:02s | #C C moves side of the board
    02m:09s | #C C moves finger on the board
    02m:11s | #C C draws on the board
    02m:14s | #C C hovers pen on the paper
    02m:18s | #C C draws on the board
    02m:19s | #C C pauses to draw
    02m:23s | #C C draws on the board
    02m:25s | #C C walks beside the board
    02m:29s | #C C points on the board with a pen
    02m:40s | #C C points on the board with a finger
    02m:42s | #C C looks on the board
    02m:49s | #C C points on the board with a pen
    02m:52s | #C C marks on the board
    02m:54s | #C C looks on the board
    02m:55s | #C C puts finger on the board
    03m:01s | #C C looks on the board
    03m:08s | #C C touches pen on the board
    03m:09s | #C C turns the pen on the board
    03m:11s | #C C draws on the board
    03m:13s | #C C moves on the side of the board
    03m:45s | #C C draws on the board
    03m:47s | #C C steps backwards
    04m:01s | #C C looks on the board
    04m:03s | #C C moves forward
    04m:04s | #C C moves pen over the board
    04m:05s | #C C drops pen on the board
    04m:06s | #C C moves pen aside",C believes that a fresh pen is needed to complete the drawing effectively.,C believes the drawing needs a different color to highlight certain aspects.,C believes the drawing is complete and needs to be presented.,C believes that a fresh pen is needed to complete the drawing effectively.,C believes some parts of the drawing are incorrect and need erasing.,811.8011300000001,1057.64066
5093842e-7cf9-4509-bf04-6e0ec6b75b27,5093842e-7cf9-4509-bf04-6e0ec6b75b27~pass_2~500-611,"    00m:01s | #C C opens the dough mixer
    00m:06s | #C C holds a dough
    00m:07s | #C C turns around
    00m:08s | #C C walks around
    00m:11s | #C C picks a brush
    00m:14s | #C C picks a oven tray
    00m:16s | #C C puts down the tray
    00m:18s | #O A man X walks in the room
    00m:20s | #C C takes the donut in the oven with the spatula
    00m:22s | #C C puts the donut on the tray
    00m:24s | #C C takes the donut in the oven with the spatula
    00m:26s | #C C puts the donut on the tray
    00m:29s | #C C puts down the spatula
    00m:30s | #C C takes the tray
    00m:33s | #C C puts the tray on the shelf
    00m:36s | #C C takes the spatula
    00m:39s | #C C takes the donut from the oven
    00m:44s | #C C puts down the spatula
    00m:46s | #C C puts the spatula on the wall
    00m:49s | #C C moves the shelf
    00m:52s | #C C walks towards the shelf
    00m:55s | #C C touches the dough
    00m:59s | #O A man X passes by
    01m:00s | #C C takes the knife
    01m:03s | #C C cuts the dough
    01m:08s | #C C puts down the knife
    01m:10s | #C C walks a few steps
    01m:11s | #C C pushes the shelf
    01m:15s | #C C takes the tray
    01m:18s | #C C carries the tray with person X
    01m:20s | #C C puts the tray in the oven
    01m:22s | #C C moves the dough
    01m:23s | #C C pushes the tray in the oven
    01m:27s | #C C removes the tray from the oven
    01m:31s | #C C puts the tray in the shelf
    01m:33s | #C C takes the dough tray
    01m:36s | #C C puts the dough in the oven
    01m:40s | #C C pulls the tray from the oven
    01m:51s | #O A man X touches the tray
    01m:52s | #C C moves his hand
    01m:53s | #C C puts the tray on the shelf
    01m:55s | #O A man X walks away
    01m:58s | #C C moves the temperature regulator
    01m:59s | #C C presses the button
    02m:08s | #C C walks in the room
    02m:12s | #C C moves the dough flour
    02m:14s | #C C takes the flour
    02m:15s | #C C spreads the flour on the table
    02m:18s | #C C takes the dough
    02m:19s | #C C kneads the dough
    02m:21s | #C C spreads the dough
    02m:27s | #C C puts down the dough
    02m:28s | #C C spreads the dough
    02m:31s | #C C takes the dough
    02m:33s | #C C spreads the dough
    02m:34s | #C C puts the dough in the flour
    02m:36s | #C C spreads the dough
    02m:42s | #C C puts down the dough
    02m:43s | #C C spreads the dough
    02m:47s | #C C takes the dough
    02m:48s | #C C puts the dough in the flour
    02m:51s | #C C turns the dough in the flour
    02m:55s | #C C takes the dough
    02m:57s | #C C puts down the dough
    02m:59s | #C C spreads the dough
    03m:04s | #C C touches the flour
    03m:05s | #C C takes the dough
    03m:06s | #C C turns the dough in the flour
    03m:11s | #C C rubs the dough
    03m:12s | #C C puts down the dough
    03m:13s | #C C spreads the dough
    03m:14s | #C C touches the dough
    03m:15s | #C C takes the dough
    03m:16s | #C C puts the dough in the flour
    03m:17s | #C C turns the dough in the flour
    03m:20s | #C C spreads the flour
    03m:21s | #C C rubs the dough
    03m:23s | #C C puts down the dough
    03m:24s | #C C spreads the dough
    03m:27s | #C C takes the dough
    03m:29s | #C C turns the dough in the flour
    03m:31s | #C C turns the dough in the flour
    03m:33s | #C C rubs the dough
    03m:34s | #C C puts down the dough
    03m:37s | #C C spreads the flour on the table
    03m:38s | #C C takes the dough
    03m:39s | #C C puts the dough in the flour
    03m:44s | #C C spreads the dough
    03m:47s | #C C puts down the dough
    03m:49s | #C C spreads the flour
    03m:50s | #C C moves the dish flour
    03m:52s | #C C puts the flour in the dish
    03m:55s | #C C puts down the flour dish
    03m:57s | #C C opens the shelf",C believes that the dough is ready for additional ingredients and baking preparation.,C believes that the dough is overly moist and requires drying.,C believes that the dough is ready to be shaped into individual portions for small pastries.,C believes that the dough needs more kneading to reach the desired texture.,C believes that the dough is ready for additional ingredients and baking preparation.,1081.4383946666667,1317.7845066666666
466019aa-4c4c-415a-b8b6-a87c0a61fe8f,466019aa-4c4c-415a-b8b6-a87c0a61fe8f~pass_2~160-243,"    00m:00s | #C C looks at her palm
    00m:01s | #C C transfers the paint brush to the left hand
    00m:01s | #C C brushes the wood with the paint brush
    00m:03s | #C C transfers the paint brush to the right hand
    00m:04s | #C C stands up
    00m:07s | #C C brushes the wood with the paint brush
    00m:09s | #C C steps down the stairs
    00m:10s | #C C scratches her eye with the right hand
    00m:12s | #C C squats
    00m:13s | #C C brushes the wood with the paint brush
    00m:22s | #C C stands up
    00m:23s | #C C transfers the paint brush to the left hand
    00m:23s | #C C holds the wood with the right hand
    00m:24s | #C C brushes the wood with the paint brush
    00m:30s | #C C walks up the stairs
    00m:33s | #C C transfers the paint brush to the right hand
    00m:34s | #C C turns to face the wood
    00m:35s | #C C rubs the wood with her left hand
    00m:38s | #C C transfers the paint brush to the left hand
    00m:39s | #C C extends the plastic chair
    00m:41s | #C C transfers the paint brush to the right hand
    00m:45s | #C C squats on the floor
    00m:46s | #C C brushes the wood with the paint brush
    00m:53s | #C C stands up
    00m:58s | #C C transfers the paint brush to the left hand
    00m:59s | #C C brushes the wood with the paint brush
    01m:01s | #C C transfers the paint brush to the right hand
